C0	geo	text	user	location	entities	sentiment	country
4404	Pennsylvania	US	40.5908	-77.2098	2020-01-31	0	0
4405	Iowa	US	42.0115	-93.2105	2020-01-31	0	0
4406	Maryland	US	39.0639	-76.8021	2020-01-31	0	0
4407	North Carolina	US	35.6301	-79.8064	2020-01-31	0	0
4408	South Carolina	US	33.8569	-80.945	2020-01-31	0	0
4409	Tennessee	US	35.7478	-86.6923	2020-01-31	0	0
4410	Virginia	US	37.7693	-78.17	2020-01-31	0	0
4411	Arizona	US	33.7298	-111.4312	2020-01-31	0	0
4412	Indiana	US	39.8494	-86.2583	2020-01-31	0	0
4413	Kentucky	US	37.6681	-84.6701	2020-01-31	0	0
4414	District of Columbia	US	38.8974	-77.0268	2020-01-31	0	0
4415	Nevada	US	38.3135	-117.0554	2020-01-31	0	0
4416	New Hampshire	US	43.4525	-71.5639	2020-01-31	0	0
4417	Minnesota	US	45.6945	-93.9002	2020-01-31	0	0
4418	Nebraska	US	41.1254	-98.2681	2020-01-31	0	0
4419	Ohio	US	40.3888	-82.7649	2020-01-31	0	0
4420	Rhode Island	US	41.6809	-71.5118	2020-01-31	0	0
4421	Wisconsin	US	44.2685	-89.6165	2020-01-31	0	0
4422	Connecticut	US	41.5978	-72.7554	2020-01-31	0	0
4423	Hawaii	US	21.0943	-157.4983	2020-01-31	0	0
4424	Oklahoma	US	35.5653	-96.9289	2020-01-31	0	0
4425	Utah	US	40.15	-111.8624	2020-01-31	0	0
4426		Burkina Faso	12.2383	-1.5616	2020-01-31	0	0
4427		Vatican City	41.9029	12.4534	2020-01-31	0	0
4428		Mongolia	46.8625	103.8467	2020-01-31	0	0
4429		Panama	8.538	-80.7821	2020-01-31	0	0
4430	Kansas	US	38.5266	-96.7265	2020-01-31	0	0
4431	Louisiana	US	31.1695	-91.8678	2020-01-31	0	0
4432	Missouri	US	38.4561	-92.2884	2020-01-31	0	0
4433	Vermont	US	44.0459	-72.7107	2020-01-31	0	0
4434	Alaska	US	61.3707	-152.4044	2020-01-31	0	0
4435	Arkansas	US	34.9697	-92.3731	2020-01-31	0	0
4436	Delaware	US	39.3185	-75.5071	2020-01-31	0	0
4437	Idaho	US	44.2405	-114.4788	2020-01-31	0	0
4438	Maine	US	44.6939	-69.3819	2020-01-31	0	0
4439	Michigan	US	43.3266	-84.5361	2020-01-31	0	0
4440	Mississippi	US	32.7416	-89.6787	2020-01-31	0	0
4441	Montana	US	46.9219	-110.4544	2020-01-31	0	0
4442	New Mexico	US	34.8405	-106.2485	2020-01-31	0	0
4443	North Dakota	US	47.5289	-99.78399999999999	2020-01-31	0	0
4444	South Dakota	US	44.2998	-99.4388	2020-01-31	0	0
4445	West Virginia	US	38.4912	-80.9545	2020-01-31	0	0
4446	Wyoming	US	42.756	-107.3025	2020-01-31	0	0
4447	Hubei	China	30.9756	112.2707	2020-01-31	5806	204
4448		Iran	32.0	53.0	2020-01-31	0	0
4449		"Korea	 South"	36.0	128.0	2020-01-31	11
4450	France	France	46.2276	2.2137	2020-01-31	5	0
4451	Guangdong	China	23.3417	113.4244	2020-01-31	436	0
4452	Henan	China	33.882	113.61399999999999	2020-01-31	352	2
4453	Zhejiang	China	29.1832	120.0934	2020-01-31	538	0
4454	Hunan	China	27.6104	111.7088	2020-01-31	332	0
4455	Anhui	China	31.8257	117.2264	2020-01-31	237	0
4456	Jiangxi	China	27.614	115.7221	2020-01-31	240	0
4457	Shandong	China	36.3427	118.1498	2020-01-31	184	0
4458	Diamond Princess	Cruise Ship	35.4437	139.638	2020-01-31	0	0
4459	Jiangsu	China	32.9711	119.455	2020-01-31	168	0
4460	Chongqing	China	30.0572	107.874	2020-01-31	211	0
4461	Sichuan	China	30.6171	102.7103	2020-01-31	177	1
4462	Heilongjiang	China	47.861999999999995	127.7615	2020-01-31	59	2
4463	Denmark	Denmark	56.2639	9.5018	2020-01-31	0	0
4464	Beijing	China	40.1824	116.4142	2020-01-31	139	1
4465	Shanghai	China	31.201999999999998	121.4491	2020-01-31	135	1
4466	Hebei	China	39.549	116.1306	2020-01-31	82	1
4467	Fujian	China	26.0789	117.9874	2020-01-31	120	0
4468	Guangxi	China	23.8298	108.7881	2020-01-31	87	0
4469	Shaanxi	China	35.1917	108.8701	2020-01-31	87	0
4470	Yunnan	China	24.974	101.48700000000001	2020-01-31	83	0
4471	Hainan	China	19.1959	109.7453	2020-01-31	52	1
4472	Guizhou	China	26.8154	106.8748	2020-01-31	29	0
4473	Tianjin	China	39.3054	117.323	2020-01-31	32	0
4474	Shanxi	China	37.5777	112.2922	2020-01-31	39	0
4475	Gansu	China	37.8099	101.0583	2020-01-31	29	0
4476	Hong Kong	China	22.3	114.2	2020-01-31	12	0
4477	Liaoning	China	41.2956	122.6085	2020-01-31	48	0
4478	Jilin	China	43.6661	126.1923	2020-01-31	14	0
4479		Czechia	49.8175	15.472999999999999	2020-01-31	0	0
4480	Xinjiang	China	41.1129	85.2401	2020-01-31	17	0
4481	Inner Mongolia	China	44.0935	113.9448	2020-01-31	20	0
4482	Ningxia	China	37.2692	106.1655	2020-01-31	21	0
4483		Taiwan*	23.7	121.0	2020-01-31	10	0
4484		Vietnam	16.0	108.0	2020-01-31	2	0
4485		Russia	60.0	90.0	2020-01-31	2	0
4486	Qinghai	China	35.7452	95.9956	2020-01-31	8	0
4487	Macau	China	22.1667	113.55	2020-01-31	7	0
4488		Moldova	47.4116	28.3699	2020-01-31	0	0
4489		Bolivia	-16.2902	-63.5887	2020-01-31	0	0
4490	Faroe Islands	Denmark	61.8926	-6.9118	2020-01-31	0	0
4491	St Martin	France	18.0708	-63.0501	2020-01-31	0	0
4492		Honduras	15.2	-86.2419	2020-01-31	0	0
4493	Channel Islands	United Kingdom	49.3723	-2.3644	2020-01-31	0	0
4494	New Brunswick	Canada	46.5653	-66.4619	2020-01-31	0	0
4495	Tibet	China	31.6927	88.0924	2020-01-31	1	0
4496		Congo (Kinshasa)	-4.0383	21.7587	2020-01-31	0	0
4497		Cote d'Ivoire	7.54	-5.5471	2020-01-31	0	0
4498	Saint Barthelemy	France	17.9	-62.8333	2020-01-31	0	0
4499		Jamaica	18.1096	-77.2975	2020-01-31	0	0
4500		Turkey	38.9637	35.2433	2020-01-31	0	0
4501	Gibraltar	United Kingdom	36.1408	-5.3536	2020-01-31	0	0
4502	"Kitsap	 WA"	US	47.6477	-122.6413	2020-01-31	0
4503	"Solano	 CA"	US	38.3105	-121.9018	2020-01-31	0
4504	"Santa Cruz	 CA"	US	37.0454	-121.958	2020-01-31	0
4505	"Napa	 CA"	US	38.5025	-122.2654	2020-01-31	0
4506	"Ventura	 CA"	US	34.3705	-119.1391	2020-01-31	0
4507	"Worcester	 MA"	US	42.4097	-71.8571	2020-01-31	0
4508	"Gwinnett	 GA"	US	33.9191	-84.0167	2020-01-31	0
4509	"DeKalb	 GA"	US	33.7956	-84.2279	2020-01-31	0
4510	"Floyd	 GA"	US	37.5455	-82.7779	2020-01-31	0
4511	"Fayette	 GA"	US	33.4502	-84.4803	2020-01-31	0
4512	"Gregg	 TX"	US	32.4893	-94.8521	2020-01-31	0
4513	"Monmouth	 NJ"	US	40.2589	-74.124	2020-01-31	0
4514	"Burlington	 NJ"	US	40.0712	-74.8649	2020-01-31	0
4515	"Camden	 NJ"	US	39.9259	-75.1196	2020-01-31	0
4516	"Passaic	 NJ"	US	40.8568	-74.1285	2020-01-31	0
4517	"Union	 NJ"	US	40.6976	-74.2632	2020-01-31	0
4518	"Eagle	 CO"	US	39.6553	-106.8287	2020-01-31	0
4519	"Larimer	 CO"	US	40.6956	-105.5943	2020-01-31	0
4520	"Arapahoe	 CO"	US	39.6203	-104.3326	2020-01-31	0
4521	"Gunnison	 CO"	US	38.5458	-106.9253	2020-01-31	0
4522	"Kane	 IL"	US	41.9879	-88.4016	2020-01-31	0
4523	"Monroe	 PA"	US	41.0458	-75.2479	2020-01-31	0
4524	"Philadelphia	 PA"	US	39.9526	-75.1652	2020-01-31	0
4525	"Norfolk	 VA"	US	36.8508	-76.2859	2020-01-31	0
4526	"Arlington	 VA"	US	38.8816	-77.09100000000001	2020-01-31	0
4527	"Spotsylvania	 VA"	US	38.2042	-77.6078	2020-01-31	0
4528	"Loudoun	 VA"	US	39.0768	-77.6536	2020-01-31	0
4529	"Prince George's	 MD"	US	38.7849	-76.8721	2020-01-31	0
4530	"Pottawattamie	 IA"	US	41.3912	-95.4778	2020-01-31	0
4531	"Camden	 NC"	US	34.2465	-80.607	2020-01-31	0
4532	"Pima	 AZ"	US	32.0575	-111.6661	2020-01-31	0
4533	"Noble	 IN"	US	41.4277	-85.355	2020-01-31	0
4534	"Adams	 IN"	US	39.8522	-77.2865	2020-01-31	0
4535	"Boone	 IN"	US	40.0106	-86.4997	2020-01-31	0
4536	"Dane	 WI"	US	43.0186	-89.5498	2020-01-31	0
4537	"Pierce	 WI"	US	44.7509	-92.3814	2020-01-31	0
4538	"Cuyahoga	 OH"	US	41.4339	-81.6758	2020-01-31	0
4539	"Weber	 UT"	US	41.2603	-111.9522	2020-01-31	0
4540	"Bennington County	 VT"	US	43.0279	-73.135	2020-01-31	0
4541	"Carver County	 MN"	US	44.8254	-93.7842	2020-01-31	0
4542	"Charlotte County	 FL"	US	26.8946	-81.9098	2020-01-31	0
4543	"Cherokee County	 GA"	US	34.2515	-84.4803	2020-01-31	0
4544	"Collin County	 TX"	US	33.1795	-96.493	2020-01-31	0
4545	"Jefferson County	 KY"	US	38.1938	-85.6435	2020-01-31	0
4546	"Jefferson Parish	 LA"	US	29.6499	-90.1121	2020-01-31	0
4547	"Shasta County	 CA"	US	40.7909	-121.8474	2020-01-31	0
4548	"Spartanburg County	 SC"	US	34.8606	-81.9535	2020-01-31	0
4549	"Harrison County	 KY"	US	38.4333	-84.3542	2020-01-31	0
4550	"Johnson County	 IA"	US	41.6699	-91.5984	2020-01-31	0
4551	"Berkshire County	 MA"	US	42.3118	-73.1822	2020-01-31	0
4552	"Davidson County	 TN"	US	36.1343	-86.822	2020-01-31	0
4553	"Douglas County	 OR"	US	43.1261	-123.2492	2020-01-31	0
4554	"Fresno County	 CA"	US	36.9859	-119.2321	2020-01-31	0
4555	"Harford County	 MD"	US	39.5839	-76.3637	2020-01-31	0
4556	"Hendricks County	 IN"	US	39.8065	-86.5401	2020-01-31	0
4557	"Hudson County	 NJ"	US	40.7453	-74.0535	2020-01-31	0
4558	"Johnson County	 KS"	US	38.8454	-94.8521	2020-01-31	0
4559	"Kittitas County	 WA"	US	47.175	-120.9319	2020-01-31	0
4560	"Manatee County	 FL"	US	27.4799	-82.3452	2020-01-31	0
4561	"Marion County	 OR"	US	44.8446	-122.5927	2020-01-31	0
4562	"Okaloosa County	 FL"	US	30.5773	-86.6611	2020-01-31	0
4563	"Polk County	 GA"	US	34.0132	-85.1479	2020-01-31	0
4564	"Riverside County	 CA"	US	33.9533	-117.3961	2020-01-31	0
4565	"Shelby County	 TN"	US	35.1269	-89.9253	2020-01-31	0
4566	"St. Louis County	 MO"	US	38.6103	-90.4125	2020-01-31	0
4567	"Suffolk County	 NY"	US	40.9849	-72.6151	2020-01-31	0
4568	"Ulster County	 NY"	US	41.8586	-74.3118	2020-01-31	0
4569	"Volusia County	 FL"	US	29.028000000000002	-81.0755	2020-01-31	0
4570	"Fairfax County	 VA"	US	38.9085	-77.2405	2020-01-31	0
4571	"Rockingham County	 NH"	US	42.9931	-71.0498	2020-01-31	0
4572	"Washington	 D.C."	US	38.9072	-77.0369	2020-01-31	0
4573	"Montgomery County	 PA"	US	40.229	-75.3879	2020-01-31	0
4574	"Alameda County	 CA"	US	37.6017	-121.7195	2020-01-31	0
4575	"Broward County	 FL"	US	26.1901	-80.3659	2020-01-31	0
4576	"Lee County	 FL"	US	26.663	-81.9535	2020-01-31	0
4577	"Pinal County	 AZ"	US	32.8162	-111.2845	2020-01-31	0
4578	"Rockland County	 NY"	US	41.1489	-73.983	2020-01-31	0
4579	"Saratoga County	 NY"	US	43.0324	-73.936	2020-01-31	0
4580	"Charleston County	 SC"	US	32.7957	-79.7848	2020-01-31	0
4581	"Clark County	 WA"	US	45.7466	-122.5194	2020-01-31	0
4582	"Cobb County	 GA"	US	33.8999	-84.5641	2020-01-31	0
4583	"Davis County	 UT"	US	40.9629	-112.0953	2020-01-31	0
4584	"El Paso County	 CO"	US	38.9108	-104.4723	2020-01-31	0
4585	"Honolulu County	 HI"	US	21.307	-157.8584	2020-01-31	0
4586	"Jackson County	 OR "	US	42.3345	-122.7647	2020-01-31	0
4587	"Jefferson County	 WA"	US	47.7425	-123.304	2020-01-31	0
4588	"Kershaw County	 SC"	US	34.3672	-80.5883	2020-01-31	0
4589	"Klamath County	 OR"	US	42.6953	-121.6142	2020-01-31	0
4590	"Madera County	 CA"	US	37.2519	-119.6963	2020-01-31	0
4591	"Pierce County	 WA"	US	47.0676	-122.1295	2020-01-31	0
4592	"Tulsa County	 OK"	US	36.1593	-95.941	2020-01-31	0
4593	"Douglas County	 CO"	US	39.2587	-104.9389	2020-01-31	0
4594	"Providence County	 RI"	US	41.8882	-71.4774	2020-01-31	0
4595	"Chatham County	 NC"	US	35.7211	-79.1781	2020-01-31	0
4596	"Delaware County	 PA"	US	39.9078	-75.3879	2020-01-31	0
4597	"Douglas County	 NE"	US	41.3148	-96.1951	2020-01-31	0
4598	"Fayette County	 KY"	US	38.0606	-84.4803	2020-01-31	0
4599	"Marion County	 IN"	US	39.8362	-86.1752	2020-01-31	0
4600	"Middlesex County	 MA"	US	42.4672	-71.2874	2020-01-31	0
4601	"Nassau County	 NY"	US	40.6546	-73.5594	2020-01-31	0
4602	"Ramsey County	 MN"	US	44.9964	-93.0616	2020-01-31	0
4603	"Washoe County	 NV"	US	40.5608	-119.6035	2020-01-31	0
4604	"Wayne County	 PA"	US	41.6739	-75.2479	2020-01-31	0
4605	"Yolo County	 CA"	US	38.7646	-121.9018	2020-01-31	0
4606	"Santa Clara County	 CA"	US	37.3541	-121.9552	2020-01-31	1
4607	"Clark County	 NV"	US	36.0796	-115.094	2020-01-31	0
4608	"Fort Bend County	 TX"	US	29.5693	-95.8143	2020-01-31	0
4609	"Grant County	 WA"	US	47.1981	-119.3732	2020-01-31	0
4610	"Santa Rosa County	 FL"	US	30.769000000000002	-86.9824	2020-01-31	0
4611	"Williamson County	 TN"	US	35.9179	-86.8622	2020-01-31	0
4612	"New York County	 NY"	US	40.7128	-74.006	2020-01-31	0
4613	"Montgomery County	 MD"	US	39.1547	-77.2405	2020-01-31	0
4614	"Suffolk County	 MA"	US	42.3601	-71.0589	2020-01-31	0
4615	"Denver County	 CO"	US	39.7392	-104.9903	2020-01-31	0
4616	"Summit County	 CO"	US	39.5912	-106.064	2020-01-31	0
4617	"Bergen County	 NJ"	US	40.9263	-74.077	2020-01-31	0
4618	"Harris County	 TX"	US	29.7752	-95.3103	2020-01-31	0
4619	"San Francisco County	 CA"	US	37.7749	-122.4194	2020-01-31	0
4620	"Contra Costa County	 CA"	US	37.8534	-121.9018	2020-01-31	0
4621	"Orange County	 CA"	US	33.7879	-117.8531	2020-01-31	1
4622	"Norfolk County	 MA"	US	42.1767	-71.1449	2020-01-31	0
4623	"Maricopa County	 AZ"	US	33.2918	-112.4291	2020-01-31	1
4624	"Wake County	 NC"	US	35.8032	-78.5661	2020-01-31	0
4625	"Westchester County	 NY"	US	41.122	-73.7949	2020-01-31	0
4626	"Grafton County	 NH"	US	43.9088	-71.82600000000001	2020-01-31	0
4627	"Hillsborough	 FL"	US	27.9904	-82.3018	2020-01-31	0
4628	"Placer County	 CA"	US	39.0916	-120.8039	2020-01-31	0
4629	"San Mateo	 CA"	US	37.563	-122.3255	2020-01-31	0
4630	"Sonoma County	 CA"	US	38.578	-122.9888	2020-01-31	0
4631	"Umatilla	 OR"	US	45.775	-118.7606	2020-01-31	0
4632	"Fulton County	 GA"	US	33.8034	-84.3963	2020-01-31	0
4633	"Washington County	 OR"	US	45.547	-123.1386	2020-01-31	0
4634	"Snohomish County	 WA"	US	48.033	-121.8339	2020-01-31	0
4635	"Humboldt County	 CA"	US	40.745	-123.8695	2020-01-31	0
4636	"Sacramento County	 CA"	US	38.4747	-121.3542	2020-01-31	0
4637	"San Diego County	 CA"	US	32.7157	-117.1611	2020-01-31	0
4638	"San Benito	 CA"	US	36.5761	-120.9876	2020-01-31	0
4639	"Los Angeles	 CA"	US	34.0522	-118.2437	2020-01-31	1
4640	"King County	 WA"	US	47.6062	-122.3321	2020-01-31	1
4641	"Cook County	 IL"	US	41.7377	-87.6976	2020-01-31	2
4642	"Skagit	 WA"	US	48.4242	-121.7114	2020-01-31	0
4643	"Thurston	 WA"	US	46.8646	-122.7696	2020-01-31	0
4644	"Island	 WA"	US	48.1976	-122.5795	2020-01-31	0
4645	"Whatcom	 WA"	US	48.8787	-121.9719	2020-01-31	0
4646	"Marin	 CA"	US	38.0834	-122.7633	2020-01-31	0
4647	"Calaveras	 CA"	US	38.196	-120.6805	2020-01-31	0
4648	"Stanislaus	 CA"	US	37.5091	-120.9876	2020-01-31	0
4649	"San Joaquin	 CA"	US	36.6066	-120.189	2020-01-31	0
4650	"Essex	 MA"	US	42.632	-70.7829	2020-01-31	0
4651	"Charlton	 GA"	US	30.7917	-82.0843	2020-01-31	0
4652	"Collier	 FL"	US	26.07	-81.4279	2020-01-31	0
4653	"Pinellas	 FL"	US	27.8764	-82.7779	2020-01-31	0
4654	"Alachua	 FL"	US	29.7938	-82.4944	2020-01-31	0
4655	"Nassau	 FL"	US	30.5927	-81.8224	2020-01-31	0
4656	"Pasco	 FL"	US	28.3232	-82.4319	2020-01-31	0
4657	"Dallas	 TX"	US	32.7767	-96.79700000000001	2020-01-31	0
4658	"Tarrant	 TX"	US	32.7732	-97.3517	2020-01-31	0
4659	"Montgomery	 TX"	US	30.3883	-95.6963	2020-01-31	0
4660	"Middlesex	 NJ"	US	40.5726	-74.4927	2020-01-31	0
4661	"Jefferson	 CO"	US	39.58	-105.2663	2020-01-31	0
4662	"Multnomah	 OR"	US	45.5146	-122.5863	2020-01-31	0
4663	"Polk	 OR"	US	44.9267	-123.4919	2020-01-31	0
4664	"Deschutes	 OR"	US	43.8325	-121.2617	2020-01-31	0
4665	"McHenry	 IL"	US	42.3334	-88.2668	2020-01-31	0
4666	"Lake	 IL"	US	42.3689	-87.8272	2020-01-31	0
4667	"Bucks	 PA"	US	40.4108	-75.2479	2020-01-31	0
4668	"Hanover	 VA"	US	37.7772	-77.5161	2020-01-31	0
4669	"Lancaster	 SC"	US	34.7253	-80.6771	2020-01-31	0
4670	"Sullivan	 TN"	US	36.4933	-82.3452	2020-01-31	0
4671	"Johnson	 IN"	US	39.4638	-86.1345	2020-01-31	0
4672	"Howard	 IN"	US	40.4483	-86.1345	2020-01-31	0
4673	"St. Joseph	 IN"	US	41.6228	-86.3377	2020-01-31	0
4674	"Knox	 NE"	US	42.6712	-97.8722	2020-01-31	0
4675	"Stark	 OH"	US	40.8685	-81.2519	2020-01-31	0
4676	"Anoka	 MN"	US	45.3293	-93.2197	2020-01-31	0
4677	"Olmsted	 MN"	US	43.9952	-92.3814	2020-01-31	0
4678	"Summit	 UT"	US	40.8298	-110.9984	2020-01-31	0
4679	"Fairfield	 CT"	US	41.256	-73.3709	2020-01-31	0
4680	"Litchfield	 CT"	US	41.7866	-73.2765	2020-01-31	0
4681	"Orleans	 LA"	US	29.9511	-90.0715	2020-01-31	0
4682	"Pennington	 SD"	US	43.8901	-102.2548	2020-01-31	0
4683	"Beadle	 SD"	US	44.4797	-98.2213	2020-01-31	0
4684	"Charles Mix	 SD"	US	43.0985	-98.3965	2020-01-31	0
4685	"Davison	 SD"	US	43.7242	-98.2213	2020-01-31	0
4686	"Minnehaha	 SD"	US	43.6632	-96.8351	2020-01-31	0
4687	"Bon Homme	 SD"	US	42.9815	-97.8722	2020-01-31	0
4688	"Socorro	 NM"	US	33.8837	-106.7235	2020-01-31	0
4689	"Bernalillo	 NM"	US	35.0178	-106.6291	2020-01-31	0
4690	"Oakland	 MI"	US	42.5922	-83.3362	2020-01-31	0
4691	"Wayne	 MI"	US	42.2791	-83.3362	2020-01-31	0
4692	"New Castle	 DE"	US	39.5393	-75.6674	2020-01-31	0
4693		Cuba	22.0	-80.0	2020-01-31	0	0
4694		Guyana	5.0	-58.75	2020-01-31	0	0
4695	Australian Capital Territory	Australia	-35.4735	149.0124	2020-01-31	0	0
4696	United Kingdom	United Kingdom	55.3781	-3.4360000000000004	2020-01-31	2	0
4697		Kazakhstan	48.0196	66.9237	2020-01-31	0	0
4698	French Polynesia	France	-17.6797	149.4068	2020-01-31	0	0
4699	Manitoba	Canada	53.7609	-98.8139	2020-01-31	0	0
4700	Saskatchewan	Canada	52.9399	-106.4509	2020-01-31	0	0
4701		Ethiopia	9.145	40.4897	2020-01-31	0	0
4702		Sudan	12.8628	30.2176	2020-01-31	0	0
4703		Guinea	9.9456	-9.6966	2020-01-31	0	0
4704	Grand Princess	Canada	37.6489	-122.6655	2020-01-31	0	0
4705		Kenya	-0.0236	37.9062	2020-01-31	0	0
4706		Antigua and Barbuda	17.0608	-61.7964	2020-01-31	0	0
4707	Alabama	US	32.3182	-86.9023	2020-01-31	0	0
4708		Uruguay	-32.5228	-55.7658	2020-01-31	0	0
4709		Ghana	7.9465	-1.0232	2020-01-31	0	0
4710	Puerto Rico	US	18.2208	-66.5901	2020-01-31	0	0
4711		Namibia	-22.9576	18.4904	2020-01-31	0	0
4712		Seychelles	-4.6796	55.492	2020-01-31	0	0
4713		Trinidad and Tobago	10.6918	-61.2225	2020-01-31	0	0
4714		Venezuela	6.4238	-66.5897	2020-01-31	0	0
4715		Eswatini	-26.5225	31.4659	2020-01-31	0	0
4716		Gabon	-0.8037	11.6094	2020-01-31	0	0
4717		Guatemala	15.7835	-90.2308	2020-01-31	0	0
4718		Mauritania	21.0079	10.9408	2020-01-31	0	0
4719		Rwanda	-1.9403	29.8739	2020-01-31	0	0
4720		Saint Lucia	13.9094	-60.9789	2020-01-31	0	0
4721		Saint Vincent and the Grenadines	12.9843	-61.2872	2020-01-31	0	0
4722		Suriname	3.9193	-56.0278	2020-01-31	0	0
4723	French Guiana	France	3.9339	-53.1258	2020-01-31	0	0
4724	Guam	US	13.4443	144.7937	2020-01-31	0	0
4725		Kosovo	42.6026	20.903000000000002	2020-01-31	0	0
4726	Newfoundland and Labrador	Canada	53.1355	-57.6604	2020-01-31	0	0
4727	Prince Edward Island	Canada	46.5107	-63.4168	2020-01-31	0	0
4728		Central African Republic	6.6111	20.9394	2020-01-31	0	0
4729		Congo (Brazzaville)	-4.0383	21.7587	2020-01-31	0	0
4730		Equatorial Guinea	1.5	10.0	2020-01-31	0	0
4731	Mayotte	France	-12.8275	45.1662	2020-01-31	0	0
4732		Uzbekistan	41.3775	64.5853	2020-01-31	0	0
4733	Netherlands	Netherlands	52.1326	5.2913	2020-01-31	0	0
4734	Nova Scotia	Canada	44.681999999999995	-63.7443	2020-01-31	0	0
4735	Guadeloupe	France	16.25	-61.5833	2020-01-31	0	0
4736		Benin	9.3077	2.3158	2020-01-31	0	0
4737		Liberia	6.4281	-9.4295	2020-01-31	0	0
4738	Curacao	Netherlands	12.1696	-68.99	2020-01-31	0	0
4739		Somalia	5.1521	46.1996	2020-01-31	0	0
4740		Tanzania	-6.369	34.8888	2020-01-31	0	0
4741	Virgin Islands	US	18.3358	-64.8963	2020-01-31	0	0
4742	Cayman Islands	United Kingdom	19.3133	-81.2546	2020-01-31	0	0
4743	Reunion	France	-21.1351	55.2471	2020-01-31	0	0
4744		Barbados	13.1939	-59.5432	2020-01-31	0	0
4745		Montenegro	42.5	19.3	2020-01-31	0	0
4746		Kyrgyzstan	41.2044	74.7661	2020-01-31	0	0
4747		Mauritius	-20.2	57.5	2020-01-31	0	0
4748	Aruba	Netherlands	12.5186	-70.0358	2020-01-31	0	0
4749		Zambia	-15.4167	28.2833	2020-01-31	0	0
4750		Djibouti	11.8251	42.5903	2020-01-31	0	0
4751		"Gambia	 The"	13.4432	-15.3101	2020-01-31	0
4752	Montserrat	United Kingdom	16.7425	-62.1874	2020-01-31	0	0
4753		"Bahamas	 The"	25.0343	-77.3963	2020-01-31	0
4754	Greenland	Denmark	71.7069	-42.6043	2020-01-31	0	0
4755	New Caledonia	France	-20.9043	165.618	2020-01-31	0	0
4756	Bermuda	United Kingdom	32.3078	-64.7505	2020-01-31	0	0
4757		Chad	15.4542	18.7322	2020-01-31	0	0
4758		El Salvador	13.7942	-88.8965	2020-01-31	0	0
4759		Fiji	-17.7134	178.065	2020-01-31	0	0
4760		Nicaragua	12.8654	-85.2072	2020-01-31	0	0
4761		Madagascar	-18.7669	46.8691	2020-01-31	0	0
4762		Haiti	18.9712	-72.2852	2020-01-31	0	0
4763		Angola	-11.2027	17.8739	2020-01-31	0	0
4764		Cabo Verde	16.5388	-23.0418	2020-01-31	0	0
4765	Sint Maarten	Netherlands	18.0425	-63.0548	2020-01-31	0	0
4766		Niger	17.6078	8.0817	2020-01-31	0	0
4767		Papua New Guinea	-6.315	143.9555	2020-01-31	0	0
4768	Isle of Man	United Kingdom	54.2361	-4.5481	2020-01-31	0	0
4769		Zimbabwe	-20.0	30.0	2020-01-31	0	0
4770		Thailand	15.0	101.0	2020-02-01	19	0
4771		Japan	36.0	138.0	2020-02-01	20	0
4772		Singapore	1.2833	103.8333	2020-02-01	16	0
4773		Nepal	28.1667	84.25	2020-02-01	1	0
4774		Malaysia	2.5	112.5	2020-02-01	8	0
4775	British Columbia	Canada	49.2827	-123.1207	2020-02-01	1	0
4776	New South Wales	Australia	-33.8688	151.2093	2020-02-01	4	0
4777	Victoria	Australia	-37.8136	144.9631	2020-02-01	4	0
4778	Queensland	Australia	-28.0167	153.4	2020-02-01	3	0
4779		Cambodia	11.55	104.9167	2020-02-01	1	0
4780		Sri Lanka	7.0	81.0	2020-02-01	1	0
4781		Germany	51.0	9.0	2020-02-01	8	0
4782		Finland	64.0	26.0	2020-02-01	1	0
4783		United Arab Emirates	24.0	54.0	2020-02-01	4	0
4784		Philippines	13.0	122.0	2020-02-01	1	0
4785		India	21.0	78.0	2020-02-01	1	0
4786		Italy	43.0	12.0	2020-02-01	2	0
4787		Sweden	63.0	16.0	2020-02-01	1	0
4788		Spain	40.0	-4.0	2020-02-01	1	0
4789	South Australia	Australia	-34.9285	138.6007	2020-02-01	1	0
4790		Belgium	50.8333	4.0	2020-02-01	0	0
4791		Egypt	26.0	30.0	2020-02-01	0	0
4792	From Diamond Princess	Australia	35.4437	139.638	2020-02-01	0	0
4793		Lebanon	33.8547	35.8623	2020-02-01	0	0
4794		Iraq	33.0	44.0	2020-02-01	0	0
4795		Oman	21.0	57.0	2020-02-01	0	0
4796		Afghanistan	33.0	65.0	2020-02-01	0	0
4797		Bahrain	26.0275	50.55	2020-02-01	0	0
4798		Kuwait	29.5	47.75	2020-02-01	0	0
4799		Algeria	28.0339	1.6596	2020-02-01	0	0
4800		Croatia	45.1	15.2	2020-02-01	0	0
4801		Switzerland	46.8182	8.2275	2020-02-01	0	0
4802		Austria	47.5162	14.5501	2020-02-01	0	0
4803		Israel	31.0	35.0	2020-02-01	0	0
4804		Pakistan	30.3753	69.3451	2020-02-01	0	0
4805		Brazil	-14.235	-51.9253	2020-02-01	0	0
4806		Georgia	42.3154	43.3569	2020-02-01	0	0
4807		Greece	39.0742	21.8243	2020-02-01	0	0
4808		North Macedonia	41.6086	21.7453	2020-02-01	0	0
4809		Norway	60.472	8.4689	2020-02-01	0	0
4810		Romania	45.9432	24.9668	2020-02-01	0	0
4811		Estonia	58.5953	25.0136	2020-02-01	0	0
4812		San Marino	43.9424	12.4578	2020-02-01	0	0
